"[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
1.82608695652174,0.463768115942029,0.115942028985507,0.173913043478261,0.391304347826087,0.753623188405797,0.971014492753623,0.91304347826087,0.449275362318841,0.347826086956522,0.202898550724638,0.289855072463768,0.449275362318841,0.130434782608696,0.0434782608695652,0.217391304347826
0.25,2.43055555555556,0.555555555555556,0.138888888888889,0.194444444444444,0.402777777777778,0.611111111111111,0.930555555555556,0.513888888888889,0.527777777777778,0.236111111111111,0.125,0.180555555555556,0.194444444444444,0.0694444444444444,0.222222222222222
0.0196078431372549,0.274509803921569,2.84313725490196,0.372549019607843,0.284313725490196,0.284313725490196,0.205882352941176,0.676470588235294,0.774509803921569,0.490196078431373,0.274509803921569,0.166666666666667,0.166666666666667,0.0490196078431373,0.00980392156862745,0.225490196078431
0.0222222222222222,0.1,0.511111111111111,1.26666666666667,0.611111111111111,0.433333333333333,0.177777777777778,0.322222222222222,0.355555555555556,0.411111111111111,0.311111111111111,0.244444444444444,0.111111111111111,0.0111111111111111,0.0222222222222222,0.322222222222222
0.0425531914893617,0.0531914893617021,0.308510638297872,0.978723404255319,1.13829787234043,0.617021276595745,0.393617021276596,0.319148936170213,0.319148936170213,0.553191489361702,0.404255319148936,0.287234042553192,0.24468085106383,0.0319148936170213,0,0.0638297872340425
0.172839506172839,0.037037037037037,0.037037037037037,0.320987654320988,0.580246913580247,1.07407407407407,0.839506172839506,0.740740740740741,0.567901234567901,0.617283950617284,0.407407407407407,0.506172839506173,0.283950617283951,0.0864197530864197,0.0493827160493827,0.222222222222222
0.318681318681319,0.32967032967033,0.131868131868132,0.197802197802198,0.527472527472527,0.769230769230769,1.03296703296703,0.78021978021978,0.417582417582418,0.494505494505495,0.417582417582418,0.307692307692308,0.483516483516484,0.153846153846154,0.032967032967033,0.263736263736264
0.36144578313253,0.518072289156627,0.313253012048193,0.265060240963855,0.313253012048193,0.421686746987952,0.506024096385542,1.09638554216867,0.771084337349398,0.566265060240964,0.240963855421687,0.265060240963855,0.337349397590361,0.192771084337349,0.0481927710843374,0.385542168674699
0.150684931506849,0.178082191780822,0.534246575342466,0.191780821917808,0.342465753424658,0.438356164383562,0.657534246575342,0.808219178082192,0.986301369863014,0.835616438356164,0.589041095890411,0.219178082191781,0.36986301369863,0.0821917808219178,0.0410958904109589,0.547945205479452
0.0561797752808989,0.258426966292135,0.438202247191011,0.303370786516854,0.415730337078652,0.51685393258427,0.617977528089888,0.887640449438202,1.13483146067416,1.20224719101124,1.07865168539326,0.573033707865168,0.404494382022472,0.0898876404494382,0.0337078651685393,0.325842696629214
0.0843373493975904,0.0963855421686747,0.204819277108434,0.373493975903614,0.44578313253012,0.650602409638554,0.578313253012048,1.01204819277108,0.759036144578313,1.40963855421687,1.03614457831325,1.03614457831325,0.530120481927711,0.156626506024096,0.0120481927710843,0.542168674698795
0.174603174603175,0.158730158730159,0.206349206349206,0.222222222222222,0.380952380952381,0.714285714285714,0.396825396825397,0.619047619047619,0.634920634920635,0.920634920634921,0.777777777777778,0.984126984126984,0.523809523809524,0.238095238095238,0.0634920634920635,0.412698412698413
0.523076923076923,0.0923076923076923,0.0461538461538462,0.0307692307692308,0.292307692307692,0.430769230769231,0.753846153846154,0.769230769230769,0.692307692307692,0.938461538461538,1.29230769230769,1.07692307692308,1.30769230769231,0.630769230769231,0.215384615384615,0.492307692307692
0.196078431372549,0.0196078431372549,0.0588235294117647,0.0784313725490196,0.0980392156862745,0.254901960784314,0.431372549019608,0.686274509803922,0.686274509803922,0.352941176470588,0.372549019607843,0.705882352941177,0.705882352941177,0.686274509803922,0.313725490196078,0.509803921568627
0.2,0.133333333333333,0.2,0.2,0.2,0.333333333333333,0.333333333333333,0.8,0.533333333333333,0.6,0.4,0.6,0.533333333333333,1.6,1,2.2
0.0357142857142857,0,0,0.0714285714285714,0.607142857142857,0.392857142857143,0.5,0.678571428571429,0.821428571428571,0.678571428571429,0.321428571428571,0.321428571428571,0.928571428571429,0.392857142857143,0.357142857142857,1.5
